id,age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
18588,38,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,<=50K
10220,49,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
31131,23,Private,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
28986,39,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
12875,31,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
10654,20,Private,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,<=50K
2863,45,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,>50K
9759,29,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31344,23,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,<=50K
26659,63,,9,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,<=50K
907,40,Local-gov,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,1876,35,United-States,<=50K
10337,64,,14,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
12211,34,Local-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
11124,36,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29037,40,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
16342,34,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K
9385,29,Private,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
485,51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
17432,39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3201,30,Private,13,Never-married,Tech-support,Not-in-family,White,Female,4787,0,45,United-States,>50K
23605,38,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
26906,26,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
30946,35,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
20224,22,,10,Never-married,,Not-in-family,White,Male,0,0,15,United-States,<=50K
23597,56,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
14184,31,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
25064,26,Private,6,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
2418,41,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States,>50K
11333,57,Private,12,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
328,31,Self-emp-not-inc,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,<=50K
16253,53,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
4580,28,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30437,51,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
9984,90,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
7307,17,,7,Never-married,,Not-in-family,Other,Female,0,0,20,United-States,<=50K
25285,50,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
10175,35,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8938,39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
28312,39,Private,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
9686,35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
10564,37,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
7212,56,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K
5576,21,Private,10,Never-married,Other-service,Other-relative,Black,Female,0,0,8,United-States,<=50K
20804,30,Private,10,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
27722,22,Private,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
5590,38,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,52,United-States,<=50K
24662,41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
285,42,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K
4166,26,Private,7,Never-married,Other-service,Own-child,Black,Male,1055,0,32,United-States,<=50K
31430,49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
16656,21,,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
14056,43,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
21310,18,Private,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
7739,31,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
30712,46,State-gov,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
3825,36,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,<=50K
5241,22,,10,Never-married,,Own-child,White,Female,0,0,8,United-States,<=50K
18063,41,Private,7,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States,<=50K
20230,29,Local-gov,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56,United-States,<=50K
9134,56,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
10926,69,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
7339,23,,9,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
618,32,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,>50K
10393,21,Private,6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
15368,31,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Yugoslavia,<=50K
10525,23,Private,9,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,<=50K
25651,35,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
25334,28,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30382,35,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18318,23,,10,Never-married,,Own-child,White,Female,0,0,10,United-States,<=50K
19660,43,Private,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,Cuba,<=50K
12261,22,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,18,United-States,<=50K
9375,42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29991,37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13858,43,Self-emp-inc,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,55,United-States,<=50K
6198,23,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8030,52,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
26719,42,Self-emp-not-inc,4,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,United-States,<=50K
20899,41,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
30820,40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
11727,57,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
24739,24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
17607,48,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
23217,41,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
24941,40,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
9862,26,Private,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
17444,44,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,42,Japan,<=50K
2992,47,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States,<=50K
13918,51,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K
28170,39,Private,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
17407,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31025,41,Private,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Mexico,<=50K
28236,24,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
27345,42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
22120,30,Federal-gov,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
396,41,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
21509,60,Private,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,United-States,>50K
12539,41,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
19552,33,Private,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,35,United-States,<=50K
2427,47,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States,>50K
15870,63,,13,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,>50K
8081,18,Private,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,55,United-States,<=50K
19834,48,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
21223,38,State-gov,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
25046,42,Private,10,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
1435,45,Private,13,Divorced,Exec-managerial,Own-child,White,Male,0,1408,40,United-States,<=50K
16671,44,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13130,49,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,17,United-States,<=50K
11423,39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
23255,25,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
19173,29,Local-gov,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
16257,34,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
27299,76,Private,4,Widowed,Protective-serv,Not-in-family,White,Male,0,0,30,United-States,<=50K
19779,28,Private,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
11981,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,35,United-States,>50K
20426,59,Federal-gov,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
6861,25,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,<=50K
21025,50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
5346,57,Private,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
5673,43,Private,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,<=50K
30803,24,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
9022,62,,9,Married-civ-spouse,,Husband,White,Male,0,0,48,United-States,<=50K
19181,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
4998,63,,10,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,<=50K
3416,41,Private,10,Married-civ-spouse,Sales,Husband,White,Male,3942,0,40,United-States,<=50K
28386,44,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
3972,31,Private,12,Never-married,Adm-clerical,Not-in-family,White,Male,2202,0,38,United-States,<=50K
15060,23,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
24374,47,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29937,47,Private,9,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,0,0,40,United-States,<=50K
27870,26,Federal-gov,11,Never-married,Craft-repair,Own-child,White,Male,0,0,50,Japan,<=50K
25587,39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
16178,25,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
13397,26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
12441,36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
11986,29,Private,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,55,United-States,<=50K
30529,45,Private,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
8490,48,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
27832,37,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
8163,48,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
13410,66,Private,9,Widowed,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K
3175,45,Federal-gov,9,Divorced,Tech-support,Not-in-family,White,Female,4865,0,40,United-States,<=50K
22138,68,,16,Married-civ-spouse,,Husband,White,Male,0,0,70,United-States,<=50K
31221,34,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
21322,51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
26118,48,Private,13,Divorced,Sales,Not-in-family,Black,Male,0,0,40,United-States,>50K
29612,32,Private,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,>50K
504,55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
23708,31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
3671,51,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,40,United-States,>50K
3639,45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3137,0,35,United-States,<=50K
25269,29,Private,9,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
24672,49,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
21567,31,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
32484,21,Private,12,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
18041,30,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,<=50K
3203,35,Private,9,Never-married,Sales,Not-in-family,White,Male,4787,0,40,United-States,>50K
8346,70,,13,Married-civ-spouse,,Husband,White,Male,0,0,6,United-States,<=50K
6422,34,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
26983,28,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
16977,44,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,United-States,>50K
31822,30,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
25644,33,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
5629,38,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22196,44,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
10657,37,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
5078,28,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
3666,26,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K
30289,37,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27422,40,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
30932,35,Private,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
11822,31,Private,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K
8241,29,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
21183,36,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
26196,61,,6,Divorced,,Not-in-family,White,Female,0,0,40,United-States,<=50K
3699,40,Private,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,India,>50K
29386,43,Private,13,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
9085,44,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
2984,66,Private,10,Married-civ-spouse,Sales,Husband,White,Male,5556,0,40,United-States,>50K
31300,50,Private,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,39,United-States,<=50K
29819,21,Private,10,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
8736,63,,13,Widowed,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,United-States,<=50K
885,52,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,60,United-States,>50K
5955,28,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
29067,47,Private,10,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
25447,51,Private,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,19,United-States,<=50K
17324,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
